SAMPLE_SOURCE, SAMPLE_TRANSCRIPT, ARTIST, RECORDING, RELEASE
"Dungeonmaster, The","There is no way to penetrate this barrier. It has the strength of a million
   souls - the power of the dead. @ 3:45, 4:01","Skinny Puppy","Hexonxonx","Rabies"
"Easy Money","I'm the Man. I'm Bad. I'm so bad, I should be in detention. I'm the Man.","Anthrax","I'm the Man","Attack of the Killer Bee's"
"Easy Rider","All we represent to them, man, is somebody who needs a haircut","Therapy?","Loser Cop","Babyteeth"
"Electra Glide in Blue","This indoctrination of vocal harrassment was compiled by our own
   juvenile division in preparation for the concert this weekend.","Therapy?","Loser Cop","Babyteeth"
"Element Of Crime, The","Water, water everywhere","Front 242","Work 01","Front by Front"
"Eurovision Song Contest (TV Show)","Germany: ten points, Germany: ten points L'allemagne: dix points, 
   L'allemagne: dix points, Germany: ten points","","",""
"Excalibur","You are one under the stars","Big Audio Dynamite","Mr. Walker Said","Tighten Up Vol. '88"
"Family Feud (TV Game Show)","(Note: With Ray Combs as host)
  'Name something uncomfortable that people wear anyways.'
   'Bra!'
   'All I can say is, thank god.'","Grotus","Same Old Sauce, The","Slow Motion Appocalypse"
"Family Ties (TV Series)","It's all about economics.","Consolidated","Consolidated","Consolidated (EP)"
"Fawlty Towers (TV Series)","Don't mention the war!","Creaming Jesus","Neighbours","Too fat to run - too stupid to hide"
"Feddema, Sandi (Radio Voice)","Cat Rapes, Cat Rapes, Cat Rapes Dog... Cat Rapes Dog, Cat Rapes Dog... Cat
   Rapes Dog @ 0:42","Cat Rapes Dog","Unreal Reality","Banzai Beats, The"
"Federal Express (Commercial)","Get ready to be delivered, and delivered in a hurry!","Coil","Answers Come In Dreams","Snow (EP), The"
"Femme Nikita, La","Ouvre la porte, connard! (Note: Open the door, you asshole!)","Front 242","Serial Killers Don't Kill the Girlfriends","05:22:09:12 Off"
"Final Approach","It sure looks beautiful! - God, sometimes I wish I could stay up 
   here! @ 4:02","Juno Reactor","Man To Ray","Transmissions"
"Fistful of Dollars, A","...and they pay in dollars.","Acid Horse","No Name No Slogan","No Name No Slogan 12""
"Fistful of Dollars, A","[old man laughing] @ 0:00 (Note: The bar owner. Cut up and repeated
   throughout the song)","Ministry","You Know What You Are","Land of Rape and Honey, The"
"Freisler, Roland (Judge)","(Note: President of the 'Reichsgerichtshof', Germany, during World War II)
  Morde? Sie sind ja - ein schäbiger Lump @ 0:01","Death In June","Knives","Oh How We Laughed"
"Frighteners, The","Guess that makes me Public Enemy number one. @ 2:55 (Note: Cut up and
   repeated)","Front Line Assembly","Predator","FLAvour of the Weak"
"From the Hip","Action that springs from absolute necessity, unclouded by the restraints 
   of conscience... mercy... pity... @ 0:25","Skinny Puppy","Tormentor","Too Dark Park"
"Fromme, Lynette "Squeaky" (Assassin)","(Note: Manson family, attempted to assassinate Ford)
  There's a lot of innocent people being crucified.","My Life with the Thrill Kill Kult","After the Flesh",""
"Ghostbusters","We're ready to believe you. @ 4:35","Meat Beat Manifesto","Re-animator (Part 1)","Storm the Studio"
"Ghosts of the Civil Dead","Here I am, motherfuckers!","Therapy?","Nausea","Nurse."
"Ghoul, The","'It can't be human, can it?'
   'It eats human flesh!'","Skinny Puppy","Meat Flavour","Back and Forth, Series Two"
"Gilda","(Note: 1946, starring Rita Hayworth)
  Gilda! (Note: Probably spoken by Johnny, starring Glenn Ford)","Test Department","Legacy, The","Industrial Revolution, 2nd Edition"
"Godfather, The","They're animals anyway so let them lose their souls.","Public Enemy","1 Million Bottlebags",""
"Godzilla","Na endlich, Godzilla ist da @ 2:28
  (Note: Taken from the dubbed German version)","Horn, Ernst","Indianer","Johnny Bumms Wake"
"Godzilla","[godzilla-scream] (Note: Used troughout the song)","Horn, Ernst","Rettung","Johnny Bumms Wake"
"Goldfinger","The kiss of DEATH! (Note: Sung by the fabulous Shirley Bassey. These 
   samples are tweaked up in the song so that they sound higher-pitched. The
   full line from the song goes: For a golden girl / knows when he's kissed 
   her /  it's the kiss of death / from mister.../ Goldfinger!)
  [raunchy-souding horn flare]","My Life with the Thrill Kill Kult","Sex on Wheelz","Sexplosion!"
"Goldfinger","[Xylaphone sample from ambient background song] (Note: This sound is slowed
  down and placed throught the song as a background sample)","Sneaker Pimps","6 Underground","Becoming X"
"Gone with the Wind","How I hate black!","My Life with the Thrill Kill Kult","Devil Does Drugs, The","      Kooler than Jesus"
"Grass, Günther (Writer)","So, versammelt in der Paulskirche, weiss, dass die Bundesrepublik 
   Deutschland seit Jahren bürokratisch verklausuliert bei rechtsradikalen
   Schlägerkolonen ihr Echo findet, weiss die Interessen der Regierung
   Kohl/Kinkel vertritt und zudem nicht der in Deutschland latenten Fremdenhass
   wie schmutziges Geschäft der Regierung. Ich schäme mich. @ 0:13
  (Note: Doesn't sound to be the complete text, maybe there was something
   cut out somewhere)","Horn, Ernst","Ausländerfreundlich","Johnny Bumms Wake"
"Grinch Who Stole Christmas, The","(TV Christmas Special)
  One thing I hate... all the noise, noise, noise!","Negativland","Way of it, The","Escape from Noise"
"Grosse Pointe Blank","Everything about you is a lie... everything... @ 4:38","Assemblage 23","Pages","Contempt"
"Guinness (TV Commercial)","(Note: Featuring Rutger Hauer)
  If you keep an open mind you'll discover a dark secret","Wumpscut","On the Run","Music for a Slaughtering Tribe"
"H.O.T (TV Show)","(German Shopping TV)
  Zu allen genannten Sommerhits kommen natürlich noch die Versandpauschale
   von 6 Mark 95, es sei denn, sie bestellen gleich mehrere Artikel mit einem
   Anruf, dann fällt die Versandpauschale natürlich auch nur einmal an. @ 3:42","Horn, Ernst","Versteigerung Ost","Johnny Bumms Wake"
"Halloween 5","(The Revenge of Michael Myers)
  You guys, I don't hear any noise...are you sure you're doing it right?","My Life with the Thrill Kill Kult","Delicate Terror","13 Above the Night"
"Hamlet","To be, or not to be: that is the question: Whether 'tis nobler in the mind
   to suffer the slings and arrows of outrageous fortune or to take arms
   against a sea of troubles, and by opposing end them? (Note: Laurence 
   Olivier???)","Hawkwind","Kapal","Alien 4 "
"Handmaid's Tale, The","...the whore of Babylon","My Life with the Thrill Kill Kult","Blue Buddha","13 Above the Night"
"Hassan (Radio Show)","(Note: A very popular Swedish radio show)
  'Nu ska du ha stock, liksom eller hur'
   'Javisst'
   'De aer ju saa. Han bara, nu jaevlar' (Note: Slightly pitched down)
  (Note: Probably taken from Hassan Vol I Williamspaeron, Roffes Morsa)","Cat Rapes Dog","Freedom in Wheels","Biodegradable"
"Heat","[30 seconds of gunshots] @ 0:00 (Note: Taken from the bank robbery scence
   after Val Kilmer, Tom Sizemore and Robert DeNiro have had to ditch their 
   get away car after being ambushed.)","Chemlab","Exile on Mainline","East Side Militia"
"Herzog, Roman (Politican)","Wir gedenken heute in Trauer aller Toten des Krieges und der 
   Gewaltherrschaft. Wir gedenken insbesondere der 6 Millionen Juden, die 
   in Deutschen Konzentrationslagern ermordet wurden. Wir gedenken der 
   ermordeten Sinti und Roma, der getöteten Homosexuellen, der umgebrachten 
   Geisteskranken, der Menschen, die um ihrer religiösen oder politischen
   Überzeugung Willen sterben mussten. @ 0:00, 4:48","Beefcake","Listen to the Call","Teknoir (v.a.)"
"Highlander II","I'm waiting! @ 0:17, 1:12, 2:46","Reel","Real","Lock"
"Hird, Thora (British Actress)","(Note: Does much religious programming)
  Now don't you think that's wonderful?","Carter USM","Crimestoppers A' Go Go","101 Damnations"
"Hitchcock, Alfred (Director)","This is... music to be murdered by...","Mysterious Art","Omen, The","Omen, The (12")"
"Home Alone","[knocking sound]
   'Merry Christmas little fellow. We know that you're in there, and that 
    you're all alone.'
   'Yeah, come on kid, open up. It's Santa Claus, Himself!'
   'Hahaha. We're not gonna hurt you.'
   'No, no. We've got some nice presents for you.'
   'Be a good little fellow now and open the door.'
   [smock!]
   'Autchhh, shoot!'
   'What?' @ 0:00","Scrooge","X-Mass Alone","Rave The X-Mass (Compilation)"
"Horror Hotel","Superstition, fear, and jelousy @ 0:05","Rob Zombie","Dragula","Hellbilly Deluxe"
"Hot Shots! Part Deux","War. It's fantastic. @ 4:40","Absent Minded","Died in a War","Endless Pain"
"House of Whipcord","Eitelkeit
  (Note: Taken from the dubbed German version, 'Das Haus der Peitschen')","P.A.L","Creed","Signum"
"House That Dripped Blood, The","Leave a sample in the jar please!","Pop Will Eat Itself","Intergalactic Love Mission","Go Box Frenzy"
"Hudson Hawk","World domination!","Watchmen","Neurotransit","Plague"
"I Know What You Did Last Summer","Come sit in the back... I'll let you do things to me","Millennium of the Phantom Vixens","Alanna Luoma","Elektrailer Park"
"Ironside (TV Show)","All the way to the bottom, Maggie! You made it! [scream] (Note: Barbara 
   Feldon)","Severed Heads","Big Car Intro","Rotund for Success"
"Ironweed","I'd eat all the dirt in this yard for you..and all the weeds... and all the
   dogbones, too if you asked me.","His Name Is Alive","Dirt Eaters, The","Dirt Eaters, The (EP)"
"Jenny Jones (TV Series)","No thought was given to the fact that these might be nice people just 
   wearing spooky clothes","Millennium of the Phantom Vixens","Backdoor Children","Elektrailer Park"
"Jungle Burger","If I ever get my hands on the fucking son of a bitch who built that fucking
   plane, I'm going to rip his goddamned fucking face off!","Pop Will Eat Itself","Nightmare at 20000FT","PWEI Cure for Sanity, The"
"Kesey, Ken (Author)","Well as the navigator of this venture, I try as much as possible to set out
   in a direction in the first place is practically impossible to achieve and 
   along the way mess up the minds of the crew with as many chemicals as we can
   lay our hands on.","Psychic TV","Aquarius Rising","Jack The Tab Vol.1"
"Kids in the Hall, The (TV Series)","Oh, let me catch my breath for a second!
  (Note: From the episode where Buddy Cole is stranded on a desert island with
   Oscar Wilde.)","Shiverhead","Enjoy the Violence (Beat Me Beat)","Burn???"
"Kids That Kill (Documentary)","Little boys picked on him, teased him, called him names, knocked him down,
   beat him up. 5 years old. Runs in the house off the bus, grabs a knife out
   of the drawer and went and cornered these boys... had 'em cornered, was 
   gonna kill 'em. I just looked at him, I said 'what are you doing?' He 
   says 'I'm gonna kill 'em, Dad. I'm gonna kill 'em, 'cause they beat me up.","Velvet Acid Christ","Psycho","Fun With Knives"
"Kiss Me Deadly","'She's passed out.'
   'I'll bring her to.'
   'If you revive her, do you know what that will be? Resurrection, that's 
    what it will be. And do you know what resurrection means? It means raise 
    the dead. And just who do you think you are that you can raise the dead?'","Pressurehed","Paralysis","Infadrone"
"Last House on the Left","13 acres of hell","Rob Zombie","What Lurks on Channel X?","Hellbilly Deluxe"
"Last House on the Left","[drum beat] @ 0:00 (Note: Taken from the DVD trailer)","Rob Zombie","Living Dead Girl","Hellbilly Deluxe"
"Late Night (TV Series)","(with Conan O'Brien)
  'That, so they say that, in ya know like, Houston or something, you'd say
    it's a hundred and eight degrees, but it's a dry heat.'
   'In Houston they say that?'
   'Oh, maybe not. I'm all mixed up.'
   'Dry until I had the swimming pool.'","Dream Theater","Space Dye-Vest","Awake"
"Lennon, John (Musician)","...and it's alright for them to slap our face.","Negativland","Helter Stupid","Helter Stupid"
"Leprechaun 4: In Space","I shall rise like a phoenix from the ashes and stand triumphant before
   the world! @ 2:52","Assemblage 23","Surface","Contempt"
"Let's Visit the World of the Future","(Documentary)
  Now children, it's time for recess. Please roll up your sleeves.","Marilyn Manson","I Want to Disappear","Mechanical Animals"
"Limbaugh, Rush (Radio Show Host)","Homelesssness and all that...","White Zombie","Knuckle Duster (Radio 1-A)","      La Sexorcisto Devil Music Vol. 1"
"Little Big Man","My heart soars like a hawk.","Kong","My Heart Soars Like A Hawk","Phelgm"
"Logan's Run","Enter the carousel @ 0:00","Babyland","Logan's Run","You Suck Crap"
"Long Goodbye, The","I'm all I'm all I'm all I'm all I'm all I'm all I'm all turned around you 
   know.","Fier, Anton","Dreamspeed","Dreamspeed"
"Lost World: Jurassic Park, The","I believe I've spent enough time in the company of death @ 4:36","Assemblage 23","Anthem","Contempt"
"Lunch, Lydia (Confrontationalist)","I'm having a nightmare and you're it!","Xorcist","HateLove","Damned Souls"
"MacArthur, Douglas (General)","Old soldiers never die. They just fade away. @ 5:29","Kurtis Blow","America","America"
"Magic","Take the knife on up the hill, lover, you can kiss the girl goodbye.","Therapy?","Dancing With Manson","Babyteeth"
"Magnum Force","Police siren, throw your weapons out and come out with your hands behind 
   your head!","Cat Rapes Dog","Don't Wanna Work","Moosehair Underwear"
"Major, John (Prime Minister)","New age travellers","Orbital","Sad But New","Times Fly (EP)"
"Manson, Marilyn (Musician)","It's definitely a sign of the apocalypse.","King of Slack","Religion is Poison","Slackfest"
"Marley, Bob (Artist)","You 'splain to musician. 'Im knew it, but 'im can' do it. @ 8:58","Beastie Boys","B-Boy Bouillabaisse (Stop that Train)","Paul's Boutique"
"Mars Attacks!","Annihilate! Kill! Kill! (Note: Used at 0:14 on the Forensics Edit,
   at 0:02 on the Through The Eyes Of A Serial Killer Remix  by Luxt, and 
   at 0:00 on the Hum'n Space Mix by Individual Totem)","Velvet Acid Christ","Decypher","Fun With Drugs"
"Martian Chronicles, The (TV Film)","'I heard you cry out. Tell me... what did you encounter?'
   'I had, I had a dream. About a man. He is not from our world. He came down
    from the sky and spoke to me. He said We are from the third planet.'
   'Go on.'
   'He said We come from Earth'","Biosphere","Third Planet","TranceEurope Express 3"
"Mary Poppins","I know a man with a wooden leg named @ 0:31","3rd Bass","Merchant of Grooves, The","Derelicts of Dialect"
"Mary Reilly","'So you say you aren't afraid of yourself...'
   'I didn't say that...'
   'Then you are afraid of yourself' @ 0:10","Manhole Vortex","Guidence","Industro-Synthosis (DSBP Records Compilation)"
"Masque of the Red Death, The","Join the children of darkness
  (Note: This is from the 1964 Vincent Price version)","Electric Hellfire Club, The","Kiss the Goat","Kiss the Goat"
"Maury Povich Show, The","This is how we get our feelings out","Millennium of the Phantom Vixens","Backdoor Children","Elektrailer Park"
"Menace II Society","Do you wanna live in this lousy world?","Pet Shop Boys","Somewhere","Somewhere (Single)"
"Millennium","You will awake now @ 0:19  (Note: Voice slowed down)","Future Sound of London","Ill-flower","Lifeforms"
"Mimic","[metro like sounds] @ 0:25, 0:35
  'Centers for disease control... Are we dealing with an epidemic?'
   'Whatever the carrier, we know its not the water' @ 1:53","Front Line Assembly","Prophecy","Implode"
"Momper, Walter (Politican)","Zum Abschluss unserer Kundgebung wollen wir gemeinsam das Lied anstimmen
   Einigkeit und Recht und Freiheit [german nationalanthem] @ 0:29","Horn, Ernst","Lebensend und Sonnenschein","Johnny Bumms Wake"
"Mondale, Walter (President Candidate)","We are the strongest, the most powerful free society ..","Supertramp","Better Days","Brother Where You Bound?"
"Mondo Magic","Unfathomable depths of fanaticism and depravity","Genitorturers","120 Days","120 Days Of Genitorture"
"Monkees (TV Show)","Davy? Davy? Where's Davy? Davy!","Carter USM","Alternate Title","Bloodsport For All (Single)"
"Mother's Day","Weh-hell! (Note: This sample is used repeatedly throughout the song)","Revolting Cocks","Beers, Steers, and Queers","Beers, Steers, and Queers"
"Mr. Rogers' Neighborhood (TV Series)","Why, why, why?","Emergency Broadcast Network","Psychoactive Drugs",""
"Ms. 45","God DAMN you, bitch! [gun shot]","Electric Hellfire Club, The","Mr. 44","Burn, Baby, Burn! "
"Mummy, The","(Note: Starring Boris Karloff)
  Do you have to open graves to find girls to fall in love with?","White Zombie","Welcome to Planet Motherfucker/Psychoholic Slag","      La Sexorcisto Devil Music Vol. 1"
"Needful Things","We got a riot on our hands! @ 0:28","Psychopomps","Superpsycho","Six Six Six Nights in Hell"
"Nekromantik","Sie will nicht, dass ich mich beim Sex bewege, und sie macht komische Fotos
   von mir @ 0:01","Oomph!","Sex","Sperm"
"Nightmare on Elm Street 2, A","[Help] yourself, fucker! @ 0:10","Psychopomps","Baby Terror Baby","Assassins DK United"
"Nightmare on Elm Street 3, A","(Dream Warriors)
  There's nothing that can hurt you in a nightmare, except the ones you can't
   wake up from...","Cat Rapes Dog","Water","Maximum Overdrive"
"Nightmare on Elm Street 5, A","(The Dream Child)
  Your birth was a curse on the whole of humanity. @ 0:22","Holy Noise","Nightmare, The","Techno Trax 7 (Compilation)"
"Nightmare on Elm Street, A","Whatever you do, don't fall asleep!","X Marks The Pedwalk","Don't Fall Asleep","Human Desolation"
"No Way Out","You have no idea what men of power can do!","Cultivated Bimbo","Corruption (the final attempt)","Blasting in Progress"
"Nut House","[pie gun shot, and gun being cocked sound from the terminator two parody]
  You are a crazed maniacal lunatic who is not fit to walk the streets of our
   fair city, you are a danger to others and not nearly dangerous enough to 
   yourself. It is without one shread of regret that we recommend our most 
   radical form of therapy, shock treatment.","Velvet Acid Christ","Calling, The","Calling Ov The Dead "
"Odessa File, The","Who Cares? ... I care!","Killing Floor","Twelve.Ten.Forty-Eight","Divide by Zero"
"One, The","The world is on fire","Millennium of the Phantom Vixens","Gothika","Elektrailer Park"
"Orlando","You'll fly away as free as birds (Note: Spoken by Orlando to his/her 
   Cossack lover Alexandra)","Perceptual Outer Dimensions","Euphonia","Euphonia"
"Osterman Weekend, The","<???> ... think it would be better if you were targeted. @ 4:12","Intermix","Targeted","Intermix"
"Our Man Flint","My sole purpose in life is to bring pleasure to my companions. @ 4:41","Meat Beat Manifesto","Re-animator (Part 1)","Storm the Studio"
"Out of the Dark","Quiver with anticipation and frequent pain.","Xorcist","You Are The One","Damned Souls"
"Outbreak","Rudy! Can you hear me? C'mon, Rudy! Help me out here, squeeze my 
   hand! @ 0:04","Wumpscut","Wolf / Wulf","Boeses Junges Fleisch / Eevil Young Flesh"
"Paradise Lost","(The Child Murders at Robin Hood Hills)
  And  the day you die, I'm gonna praise God... And I'll make you a promise...
   the day you die, every year, I'm gonna come to your graveside, I'm gonna
   spit on you... I'm gonna curse the day you were born, and I'm sure while
   you're standing there, I'm gonna have other bodily functions let go upon
   your grave.  @ 3:21","Assemblage 23","Pages","Contempt"
"Paris, Texas","Yeah! I know that feelin'","Primal Scream","I'm comin' down","Screamadelica"
"Pee-Wee Herman Show, The (TV Series)","Folks all hate me, how they hate me, tickles me the way they hate me, always
   have a pin at hand. That's the reason I am PAN! How I stop 'em when I pop 
   'em! HA HA HA! HA!'The Pin-Cushion Man! We must sound the alarm!' @ 2:32
  (Note: This is the weird Castle Films cartoon they show during the stage 
   show)","Doubting Thomas","Excrement","Father Don't Cry (EP)"
"Peter Pan","Come on everybody, here we go @ 5:39","Meat Beat Manifesto","Strap Down","Storm the Studio"
"Picture of Dorian Gray, The","(Note: Albert Lewin USA 1945)
  I never take of my hat except when I'm out of doors! @ 5:06 (Note: George
   Sanders as Lord Henry Wotton)","Saint Etienne","Calico","So Tough"
"Pinocchio","Music Professor... Huh! (Note: Geppeto)","Information Society","Attitude","Information Society"
"Playmates, The (50's Band)","Beep beep. Beep beep. His horn went beep beep beep. (Note: Taken from
   the song Beep Beep by the band The Playmates)","Marilyn Manson","Misery Machine","Portrait of an American Family"
"A & E Biography (TV Series)","Well, today I want you each to stand and hold your hands in some stupid
   symbol. You're gonna get up and scream. Your gonna get up and burn an X in
   your head. @ 0:13 (Note: Patricia Krenwinkel - one of the Manson women)","White Zombie","Real Solution #9","Astro Creep: 2000"
"Alice","[ticking clock] Oh dear, how late it's getting! sighed the white 
   rabbit. @ 3:53","Download","Affirmed","Effector"
"Alice in Wonderland","What a funny little house @ 3:09","Masta Ace Incorporated","Slaughtahouse","Slaughtahouse"
"And God Created Woman","'And I suppose you are the devil.'
   'Perhaps so.  I have brought the apple, anyway.'
   'What apple?'
   'Why, the apple of temptation. @ 0:00","Electric Hellfire Club, The","Bishop's Folly, The","Empathy for the Devil"
"Austin Powers","(International Man of Myst)
  Yeah baby [laughs] @ 0:38","","",""
"Bad Boys","Ohh, this is bad. No, let me call it what it is. This is fucked 
   up! @ 1:48 (Note: Marcus)","Noisex","Boys with Toys","Groupieshock"
"Beach, The","You hope and you dream, but you never believe that something is going to
   happen for you... not like it does in the movies. And when it does, you
   want it to feel different. @ 3:06 (Note: Leonardo DiCaprio)","Haujobb","Course (Instrumental)","Penetration (EP)"
"Beatles, The (Artist)","If ... you become naked @ 0:19 (Note: Repeated several times. This
   is a sample from the song 'Revolution 9' by The Beatles. The words
   are allegedly spoken by Yoko Ono, whereas other claim that it is a 
   young Julian Lennon which seem to be less likely)","Meat Beat Manifesto","Paradise Found","Australian Tour EP, The"
"Birth Of A Nation: 4-29-1992","(Documentary <http://www.twn.org/record.cgi?recno=208>)
  [lots of excited screaming en shouting]
   'So, all of you Africans, all of you Africans that don't <???>, that's
    working for other people, y'all need to open your own business. Save your
    money, quit paying motherfuckers for Jheri curls, quit paying motherfuckers
    for perms. Save your money. Start your own business. So these little
    Africans will have <hundreds???> of places to work. This is our future
    right here! This is our future right here! This is ...'
   'Hear this! The new generation is born!'
   'I'm a tell you, right... '
   'The new generation...'
   '...if, if, if I have to die today, for this little African right here to
    have a future, i'm a dead motherfucker! '
   'You're right!' @ 0:03","Dr. Dre","Lil' Ghetto Boy","Chronic, The"
"Black Cat, The","Did you ever hear of Satanism, the worship of the devil, of evil? Herr 
   Poelzig is the great modern priest of that ancient cult. And tonight, 
   dark of the moon, the rites of Lucifer are celebrated. And, if I am not 
   mistaken, he intends you to play a part in that ritual. @ 0:00","Electric Hellfire Club, The","Hymn to the Fallen","Electronomicon"
"Bloodeaters","Now bloodeaters are out there. They are coming, hunting, searching out
   fresh prey. Without feeling, without mercy they track their victims down.
   Nothing will prepare you for the horror of these butchers of the damned.
   Nothing will protect you from the terror of the bloodeaters. See
   Bloodeaters. @ 0:00","Mortician","Slaughtered","Chainsaw Dismemberment"
"Body Shop, The","We have now the perfect torso. Time to add to our collection. Perfect legs,
   and the arms, and of course the hands. Hands on a woman are more... most 
   important. It's the delicate feminine hand that brings out the true 
   femininity. We must add to our collection. Shall we go? @ 0:00","Mortician","Dr. Gore","Domain of Death "
"Bowie, David (Singer)","...falls wanking to the floor.","Nine Inch Nails","Self Destruction, Part Two","Further Down the Spiral"
"Bring Me the Head of Alfredo Garcia","God goddamnit. You stupid son of a bitch I'll kill you right there will you
   God goddamned move when I say move you motherfucker! @ 0:33","Chemlab","Exile on Mainline","East Side Militia"
"Bullwinkle Show, The (Animation)","Hello out there in TV land! @ 0:06","Crackhead","Alpha State Sales Pitch","Poo Gazer volume 1: Cat Scat Fever"
"Captain Power (TV Series)","(and the Soldiers of the Future)
  The old world dies, and with it the old ways. We will remake it as it 
   should be, must be! Immortal!... (Note: This sample is from Lord Dread's
   speech to the graduating class of Dread University.
  (Note: Taken from the Ferryman Episode)","Messiah","Beyond Good and Evil","21st Century Jesus"
"Celan, Paul (Poet)","Der Tod ist ein Meister aus Deutschland. (Note: Repeated throughout the 
   song, from the poem Todesfuge)","Terminal Choice","Creatures","Black Past"
"Cheech & Chong (Comedians)","[needle scratching over record] Heeey, you ruined my record man, I just
   bought it! @ 3:00","2 Live Crew","Dirty Nursery Rhymes","As Nasty as They Wanna Be"
"Clash of the Titans","Release the Kraken. (Note: With orchestral music as well. The sample 
   appears at the very beginning of the song, and again at the end.)","Bozo Porno Circus","Release the Kraken","Regenerate"
"Con Air","You know you have a situation you can't control right? I can't control it?
   I can't control it?! @ 0:19","Wumpscut","Hate is Mine","Wreath of Barbs"
"Deadbeat at Dawn","Man that aint nuthin' compared to the rush you can get when you're killin'
   somebody, man. You know what I mean? When you lookin' in their eyes and
   you're seein' all that life just go right out of 'em, it's power. I hate
   people, man. I don't care. I don't give a shit. I don't give a shit about
   nuthin'. Man, all my life people have fucked with me. Don't you fuck with
   me, man. I just fuckin' hate people. I hate people and I don't care. I just
   don't fuckin' care. I don't care. I'm the baddest motherfucker you ever saw,
   man. @ 0:00","Impetigo","I Work For the Streatcleaner","Horror Of The Zombies"
"Disco Godfather","[Loud moaning] 
   'Take this mess off! Take it off! Take it off, i'll break your damn neck!
    Take this mess off! Take it off! Take it off!'
   'Okay...okay'
   'Shit!'
   '<???>' @ 0:00","Queen Latifah","Mama Gave Birth To The Soul Children","All Hail The Queen"
"Don't Be a Menace to South Central...","(...While Drinking Your Juice in the Hood)
  I hate you niggers...","Brand Nubian","Black on Black Crime (Interlude)","Foundation"
"Doors, The","And he said, all things must first wear terrifying and monstrous masks...","PM Dawn","Beyond Infinite Connections","Bliss Album...?, The "
"Dread At The Controls (Radio Show)","Riddim a full o'culture @ 0:30 (Note: A late 70's radio show by Michael 
   Campbell, a.k.a. Mikey Dread. The sampled voice is actually Jamaican
   toaster Big Youth)","Public Enemy","Welcome To The Terrordome","Fear of a Black Planet"
"Dresser, The","227 Lears, and I can't remember the first line.","Manic Street Preachers","PCP","Holy Bible, The"
"First Blood","You don't seem to want to accept that fact that you're dealing with an
   expert... (Note: Colonel Trautman played by Richard Crenna)","PMD","Intro","Business Is Business"
"Five Deadly Venoms","Toad style is immensely strong, and immune to nearly any weapon. When it's
   properly used, it's almost invincible. @ 0:09 (Note: Repeated several 
   times)","Wu-Tang Clan","Da Mystery Of Chessboxin'","Enter The Wu-Tang (36 Chambers)"
"Flesh For Frankenstein","[piano music and heavy breathing] Otto! Otto! Help me down. [sounds of 
   Otto helping him down] To know death Otto, you have to fuck life... in
   the gallbladder. @ 0:00","Impetigo","Mortuaria","Horror Of The Zombies"
"Foxy Brown","...I'm a black man, and I can't sing and can't dance...","Diamond D","MC Iz My Ambition","Hatred, Passion & Infidelity"
"Freaks","We didn't lie to you, folks. We told you we had living, breathing, 
   monstrosities. You'll laugh at them, shudder at them, and yet, but for the
   accident of birth, you might be even as they are. They did not ask to be
   brought into the world, but into the world they came. Their code is a law
   unto themselves. Offend one, and you offend them all. And now, folks, if
   you'll just step this way, you are about to witness the most amazing, the
   most astounding, living monstrosity of all time. [a woman screams] Friends,
   she was once a beautiful woman.","Psychic TV","Balkan Red Alert (Dave Ball Gridlock Mix)",""
"Friday the 13th Part 2","The girl who survived that night at Camp Blood, that Friday the 13th, she
   claimed she saw him.  She disappeared two months later. Vanished. Blood was
   everywhere. No one knows what happened to her. @ 0:00","Mortician","Camp Blood","Chainsaw Dismemberment"
"Fucking Åmål","Men jag vill knarka! @ 0:01","Apoptygma Berzerk","Untitled 3","Welcome to Earth"
"Giu la testa","Duck, You Sucker! (Note: The sample is from the U.S. movie trailer for the
   film, which was known in the U.S. as either Duck, You Sucker or A
   Fistful of Dynamite.)","Big Audio Dynamite","Medicine Show","This is Big Audio Dynamite"
"Glory","Courage, Spirit and Honor","D-Nice","Glory","Call Me D-Nice"
"Haley, Alex (Author)","Now I begin another search. The incredibly involved, the incredibly 
   difficult and incredibly frustrating search trying to pull together the
   history of a people. @ 1:13 (Note: From Alex Haley Tells The Story Of
   His Search For Roots)","Jungle Brothers","Acknowledge Your Own History",""
"Hang 'em High","When you hang a man you better look at him.","Kam","Hang 'Um High","Neva Again"
"Hyde, Henry J. (Congressman)","...but I wonder in future generations whether there'll be enough vitality 
   left in duty, honor and country to excite our children and grandchildren to
   defend America. @ 2:48, 4:34 (Note: From his speach in the impeachment
   trial of President Clinton)","Reversal Penetrations","Viral Upbringing","Cut Up Violation"
"Ilsa, She Wolf Of The SS","[drum roll then sounds of medical equipment] The wound is now being
   infected with gangrene pus. @ 0:00","Impetigo","Revenge Of The Scabby Man, The","Ultimo Mondo Cannibale"
"Inferno","[woman being murdered]. @ 0:00","Mortician","Mater Tenebrarum","Chainsaw Dismemberment "
"Kill the Moonlight","I'm a driver. I'm a winner. Things are gonna change I can feel it.","Beck","Loser","Odelay"
"Last Man Standing","'Last time I saw you, you was gonna have a talk with some fellas. Next
    thing I hear, one of them's dead.'
   'Conversation sort of went downhill' @ 0:00, 2:23, 2:31, 3:27 (Note:
    William Sanderson and Bruce Willis, also repeated and very faint hearable
    through 1:04-1:35)","Accessory","No Comply","Jukka2147.DE"
"Light Of Day","I go out there every night just to hear the beat @ 2:36, 3:06 (Note: Spoken
   by Joan Jett)","Front 242","First In First Out","Front by Front"
